iter	Logloss
0	0.6907952445
1	0.6884693146
2	0.6864795685
3	0.6844674247
4	0.6821625846
5	0.6801713126
6	0.6782620021
7	0.6766968318	0.6747312189
9	0.6749295786
10	0.6735524378
11	0.6714211066
12	0.669779472
13	0.668392885
14	0.6662332439
15	0.6648262934
16	0.6637670453
1717	0.6583112903
18	0.6566662886
1919	0.6558426897
20	0.6543025536
21	0.6526499107
22	0.650850023	0.6523262713
24	0.6512364866
25	0.650380956
26	0.6489326425
27	0.27	0.643479799228	0.642618683329	0.6385653306
30	0.6370644053
31	0.6357869513
32	0.6345202297
33	0.6334412199
34	0.632393502
35	0.6309612485
36	0.629976126
37	0.6287985611
38	0.6273646442
39	0.6297109552
40	0.6283593012
41	0.6271381616
42	0.6259218223
43	0.6254277818
444	0.6225955373
45	0.6218166222
46	0.6207266083
47	0.619682773
48	0.6189778924
49	0.617679886
50	0.6164098954
51	0.615255236852	0.6168598376
53	0.6160042963
54	0.6148825008
555	0.6113779711
56	0.6107164043
57	0.6096376308
58	0.6085920914
59	0.607335359
60	0.6065146331
61	0.6054704637
62	0.6044445945
63	0.6032958102
64	0.6024878265
65	0.6013622735
66	0.6006954191
67	0.5995730634
68	0.5988116872
69	0.5978749151
70	0.59672826
71	0.5957587284
72	0.5946918476
73	0.5938898948
74	0.5935152624
75	0.5926409077
76	0.5919458499
77	0.5910880623
78	0.5900325854
79	0.589689057
80	0.5885997061
81	0.5878757464
82	0.5869592364
83	0.586215985
84	0.5854599858
85	0.584808041
86	0.5842666042
87	0.5834146612
88	0.5824823067
89	0.581767492
90	0.5809378054
91	0.5802411137
92	0.5795639445
93	0.5791116864
94	0.5784252914
95	0.5778208068
96	0.5769783085
97	0.5761034271
98	0.5754877895
99	0.5750822071
100	0.5742291498
101	0.573627673
102	0.5730002811
103	0.5724340466
104	0.5718156674
105	0.5715016954
106	0.570881632
107	0.5704588193
108	0.5698566714
109	0.5693927336
110	0.5688072975
111	0.5681604132
112	0.567690362
113	0.5674994974
114	0.5671471688
115	0.5666157537
116	0.5659053353
117	0.5653124533
118	0.5648971542
119	0.5646405266
120	0.5641038092
121	0.5636856334
122	0.5633458408
123	0.5629192655
124	0.5626540691
125	0.5623022298
126	0.561856787
127	0.5612731447
128	0.5607885433
129	0.5602726314
130	0.5599668128
131	0.5597733267
132	0.5593287792
133	0.5588576541
134	0.5583661773
135	0.5580369722
136	0.55740544
137	0.5570937241
138	0.556931964
139	0.5563828769
140	0.5562579684
141	0.5557379101
142	0.5554176208
143	0.5551060412
144	0.5549918221
145	0.5545676691
146	0.5542090186
147	0.5537508203
148	0.5532923817
149	0.5529281578
150	0.5524860243
151	0.5521946911
152	0.5519282381
153	0.5515528192
154	0.5511825217
155	0.5508905114
156	0.5505624656
157	0.5503793641
158	0.549982772
159	0.5498594893
160	0.5494413732
161	0.5490303217
162	0.5487171256
163	0.5485602962
164	0.5483299023
165	0.5481877906
166	0.5479909669
167	0.5475788966
168	0.5473424146
169	0.5469554088
170	0.546530019
171	0.546170313
172	0.5458132508
173	0.5457677049
174	0.5456153269
175	0.5453241378
176	0.5450137526
177	0.5449107303
178	0.5447545588
179	0.5445482294
180	0.5443357009
181	0.5439225323
182	0.5435401164
183	0.5434038067
184	0.5432822455
185	0.5431194556
186	0.5428355211
187	0.5423986499
188	0.5419324762
189	0.5415643165
190	0.5411196219
191	0.5410638426
192	0.5409257233
193	0.5407216802
194	0.5405326392
195	0.5404328761
196	0.5400009613
197	0.5399051495
198	0.5397765688
199	0.5396119975
200	0.5392554624
201	0.5390251563
202	0.5388344078
203	0.5385709388
204	0.5385124604
205	0.5383638703
206	0.5382714187
207	0.5381654573
208	0.5380673835
209	0.5380236529
210	0.5377725343
211	0.5375660809
212	0.5372675638
213	0.537163265
214	0.5368564586
215	0.5365851854
216	0.5364804095
217	0.536301303
218	0.5360489804
219	0.5359847544
220	0.5357294766
221	0.5354986204
222	0.5353260418
223	0.5351195114
224	0.5347572908
225	0.5346517278
226	0.534418674
227	0.5343101153
228	0.5341450086
229	0.5340488398
230	0.5338539432
231	0.5336309662
232	0.5333619489
233	0.5330689784
234	0.5330464501
235	0.5328168165
236	0.5326418615
237	0.5324679148
238	0.5324163347
239	0.5322792779
240	0.532102465
241	0.5318241985
242	0.5316881737
243	0.5316238742
244	0.5314495469
245	0.531348476
246	0.5313043871
247	0.5310163295
248	0.5307343799
249	0.5304185069
250	0.5302967978
251	0.530273138
252	0.5300947484
253	0.5300264293
254	0.5300143032255	0.5392363117
256	0.5391154283
257	0.538949305
258	0.5387730382
259	0.5385099239
260	0.5383998621
261	0.5383048719
262	0.5382304974
263	0.5381768597
264	0.5379846447
265	0.5377373742
266	0.5376527876
267	0.5375496984
268	0.5373370795
269	0.5372733855
270	0.5371060273
271	0.5370465986
272	0.5367880854
273	0.5366570894
274	0.5365479
275	0.5363987906
276	0.536240035
277	0.5361357937
278	0.5360524345
279	0.5360378166
280	0.5358525848
281	0.535741781
282	0.535602246
283	0.5354855947
284	0.5353031212
285	0.5350429113
286	0.5349749409
287	0.5348802772
288	0.5346689491
289	0.5345440379
290	0.534366516
291	0.5342898768
292	0.5342032927
293	0.5341649517
294	0.5339718975
295	0.5338841505
296	0.5336267751
297	0.5334803114
298	0.5333540344
299	0.5331758541
300	0.5331639777
301	0.5330908375
302	0.5330522638
303	0.5329074017
304	0.5327842799
305	0.5327382092
306	0.532583933
307	0.5325257213
308	0.5325106842
309	0.5324849233
310	0.5323851907
311	0.5323332706
312	0.5322666704
313	0.5322189775
314	0.5320872102
315	0.5320020891
316	0.5319504567
317	0.5317259962
318	0.5315089925
319	0.5312395748
320	0.5312281541
321	0.5312007241
322	0.5310613138
323	0.5309062995
324	0.5308790518
325	0.5307497145
326	0.5305904333
327	0.5304298795
328	0.5303208239
329	0.5302382862
330	0.5301616839
331	0.5299182725
332	0.5298466301
333	0.5297352989
334	0.5296454954
335	0.5296394588
336	0.5294898961
337	0.5294463953
338	0.5290331662
339	0.5288997305
340	0.5286869646
341	0.5284371378
342	0.5283140784
343	0.5282985052
344	0.5281936664
345	0.5281360913
346	0.528028555
347	0.5278745873
348	0.5278285083
349	0.527823821
350	0.5277516507
351	0.5276289256
352	0.5275471385
353	0.527486235
354	0.5274677524
355	0.5273885507
356	0.5273262062
357	0.5271783944
358	0.5270629062
359	0.5269833221
360	0.5269588651
361	0.5268069168
362	0.5267357874
363	0.5266248942
364	0.5265388849
365	0.5263984239
366	0.5263721843
367	0.5262149029
368	0.5260663816
369	0.5258969981
370	0.5257889227
371	0.5257117344
372	0.5256383116
373	0.5255754438
374	0.5255469146
375	0.5254346782
376	0.5252576701
377	0.5250896676
378	0.5250615577
379	0.5249481987
380	0.5247714862
381	0.5245822482
382	0.5244791241
383	0.5243236206
384	0.5242922077
385	0.524155765
386	0.5241316302
387	0.5240696219
388	0.5239369025
389	0.5239012408
390	0.5238824881
391	0.5238276595
392	0.5238261305
393	0.5237793449
394	0.5235991216
395	0.5235591698
396	0.5234271783
397	0.5233785361
398	0.52336887
399	0.5233260758
400	0.5231648788
401	0.5230444718
402	0.5229462361
403	0.5229416593
404	0.5227159177
405	0.5226430621
406	0.5226137329
407	0.5225170087
408	0.5223450887
409	0.5222810336
410	0.5222193574
411	0.5221672066
412	0.5220856933
413	0.5220211403
414	0.5219947957
415	0.5219152288
416	0.5218378872
417	0.5218089248
418	0.5216562155
419	0.5216487409
420	0.5215383796
421	0.5213622262
422	0.5213359113
423	0.5212598829
424	0.5212369968
425	0.5212160749
426	0.52113034
427	0.521067329
428	0.5210268114
429	0.5208914601
430	0.5207671705
431	0.5207348557
432	0.5206807936
433	0.5205562971
434	0.5204984262
435	0.5203541737
436	0.520113715
437	0.5200219842
438	0.520020359
439	0.5199179166
440	0.5197952737
441	0.5197036768
442	0.5195574308
443	0.5194299048
444	0.5193871515
445	0.5193554201
446	0.5192675798
447	0.5191614971
448	0.5189024136
449	0.5188481479
450	0.5187400243
451	0.5186533016
452	0.5185311151
453	0.5183744412
454	0.518320812
455	0.5182266026
456	0.5181879819
457	0.5181084944
458	0.5178941564
459	0.5178516009
460	0.5178425815
461	0.5177593485
462	0.5177275636
463	0.5176968539
464	0.5175669156
465	0.517486733
466	0.5174365483
467	0.517355635
468	0.5173104816
469	0.5172158746
470	0.5171822621
471	0.5168727707
472	0.516854644
473	0.516816632
474	0.5167438322
475	0.516601316
476	0.5164305137
477	0.5163397375
478	0.516227378
479	0.5162215722
480	0.516118926
481	0.5160701702
482	0.5160573964
483	0.5160471799
484	0.515992091
485	0.5159062339
486	0.5158573993
487	0.5157894874
488	0.5157456504
489	0.5156620903
490	0.5155629118
491	0.5154527301
492	0.5153719039
493	0.5153619812
494	0.5153475258
495	0.5152594159
496	0.5152067933
497	0.5150646776
498	0.5150626732
499	0.5150027583
500	0.5149561822
501	0.5149477075
502	0.5147252072
503	0.5146182859
504	0.5146030581
505	0.514539468
506	0.5144977481
507	0.5144792423
508	0.5144635235
509	0.5143862378
510	0.5143550319
511	0.5143123423
512	0.5142380199
513	0.514234836
514	0.5141906924
515	0.5141580201
516	0.5141095908
517	0.5140262672
518	0.5139439986
519	0.5138445752
520	0.5138062791
521	0.5137854975
522	0.5137015562
523	0.5136021764
524	0.5135576334
525	0.513291984
526	0.5131836506
527	0.5131227552
528	0.5130278486
529	0.5129835735
530	0.5129051024
531	0.5128679274
532	0.5127529383
533	0.5126398241
534	0.5125556599
535	0.5124678786
536	0.5123369339
537	0.5123257216
538	0.5122709282
539	0.5121094369
540	0.5120272218
541	0.5119939511
542	0.5119614082
543	0.5119544101
544	0.5119099707
545	0.5119022294
546	0.5118128027
547	0.5118122584
548	0.5117479077
549	0.5116690754
550	0.5115532629
551	0.5115000727
552	0.5114586281
553	0.5113643572
554	0.511329406
555	0.5113193346
556	0.5112122439
557	0.5111194872
558	0.5110760633
559	0.5110487382
560	0.5110117608
561	0.5109583628
562	0.5109037364
563	0.5108792944
564	0.5107839894
565	0.5106217778
566	0.5105560949
567	0.5104106906
568	0.5103072284
569	0.5101867269
570	0.510076734
571	0.5099983244
572	0.509882136
573	0.5097829328
574	0.5096140143
575	0.5095415922
576	0.5094849702
577	0.5094566158
578	0.5094318964
579	0.5093953498
580	0.5093138133
581	0.509282394
582	0.5092342907
583	0.5092300987
584	0.5091596854
585	0.5090666911
586	0.5089763063
587	0.5088839219
588	0.5088636309
589	0.5088424729
590	0.5087898404
591	0.5087357051
592	0.5086953238
593	0.508671684
594	0.5086442638
595	0.5086068871
596	0.5085776048
597	0.5084867034
598	0.5084104823
599	0.5083752877
600	0.5083279739
601	0.5082807449
602	0.5082227546
603	0.5080806508
604	0.5080462246
605	0.5080234081
606	0.5079863782
607	0.5079001105
608	0.5077910882
609	0.5077638893
610	0.5076979262
611	0.5076416293
612	0.5075883452
613	0.5074772819
614	0.5074009777
615	0.5073360389
616	0.5072673217
617	0.5071517253
618	0.5071119126
619	0.5070421445
620	0.5069802785
621	0.5069008058
622	0.5067872406
623	0.5067425994
624	0.5067412709
625	0.5067299921
626	0.5066299091
627	0.5064664981
628	0.5063947131
629	0.5062385464
630	0.5061702465
631	0.5061164256
632	0.5060419027
633	0.5060367201
634	0.5060365563
635	0.5059990546
636	0.5058968375
637	0.5057596992
638	0.5057319836
639	0.5056652879
640	0.5056419741
641	0.5055888044
642	0.5055136617
643	0.5054683486
644	0.5054511356
645	0.5053939449
646	0.505387155
647	0.5053108109
648	0.5051668563
649	0.5050877362
650	0.505049813
651	0.5050400356
652	0.5049935963
653	0.5049712404
654	0.5049066529
655	0.5048518825
656	0.504729485
657	0.5046377351
658	0.5045789024
659	0.5045663447
660	0.5045156419
661	0.5044761177
662	0.5043656102
663	0.5042774486
664	0.5042631438
665	0.5041551584
666	0.5040068728
667	0.5039052473
668	0.5038335432
669	0.5038095403
670	0.503697257
671	0.5035657585
672	0.5034901353
673	0.503415953
674	0.5031874696
675	0.5031567645
676	0.5031369855
677	0.5031211854
678	0.503116377
679	0.5030997348
680	0.5030475056
681	0.5030314762
682	0.5029695495
683	0.5028767751
684	0.5028180055
685	0.5027345482
686	0.502433726
687	0.5023930525
688	0.5023358909
689	0.5021526753
690	0.5020839902
691	0.5020078197
692	0.5020073798
693	0.5018978039
694	0.5018055261
695	0.501720167
696	0.5017179002
697	0.5016453455
698	0.5015957596
699	0.5015582379
700	0.5015515951
701	0.5015139851
702	0.5015126889
703	0.5014390957
704	0.5013353237
705	0.5012783678
706	0.5012367377
707	0.5012110658
708	0.5011102186
709	0.5010431191
710	0.5010001342
711	0.5008873461
712	0.5008169142
713	0.5007715753
714	0.5007200022
715	0.5007185259
716	0.5006190484
717	0.5005363051
718	0.5005350392
719	0.5004564747
720	0.500429773
721	0.5004031196
722	0.5004000076
723	0.5002996106
724	0.5002656653
725	0.5000918913
726	0.5000911179
727	0.5000912809
728	0.5000677671
729	0.4999877842
730	0.499817471
731	0.4996815519
732	0.4995989024
733	0.4995755419
734	0.4995756171
735	0.4995503385
736	0.4995258189
737	0.4994796216
738	0.4994046765
739	0.4994023715
740	0.4993024947
741	0.4992676464
742	0.4992248382
743	0.4991718401
744	0.4991246301
745	0.4990052232
746	0.498949708
747	0.4988272386
748	0.4987733165
749	0.4987131206
750	0.4986458205
751	0.4985535845
752	0.4984666304
753	0.4984017923
754	0.4983351669
755	0.4982980291
756	0.4982285309
757	0.4981437702
758	0.4980923537
759	0.4980754326
760	0.4980132263
761	0.4979839145
762	0.4979432652
763	0.4978108673
764	0.4977709902
765	0.4976941777
766	0.4975826684
767	0.4975543156
768	0.4975261249
769	0.4974744843
770	0.4974049374
771	0.4973263137
772	0.497307383
773	0.4972478941
774	0.4972044977
775	0.4971012319
776	0.4970457021
777	0.4969593644
778	0.4969583512
779	0.4969256965
780	0.4968815237
781	0.4968231316
782	0.4967698744
783	0.4967604023
784	0.4967552464
785	0.496662267
786	0.4966555865
787	0.4965806513
788	0.4965338141
789	0.4965278705
790	0.4964341203
791	0.4962854495
792	0.4962758801
793	0.4961572743
794	0.4960673907
795	0.4960091407
796	0.4959924137
797	0.4959523304
798	0.4958840578
799	0.495877638
800	0.4958745337
801	0.4957426632
802	0.4957391034
803	0.4957011196
804	0.4956611545
805	0.4954635884
806	0.4954331343
807	0.4953308543
808	0.4952227176
809	0.4951675602
810	0.4951573397
811	0.495079506
812	0.4950498373
813	0.4949779975
814	0.4949030402
815	0.4949015161
816	0.4948609855
817	0.4947775162
818	0.4947238953
819	0.494537652
820	0.4944748121
821	0.4943369204
822	0.4942834071
823	0.4942468862
824	0.4941130747
825	0.4940933786
826	0.4940372321
827	0.493932038
828	0.4939256689
829	0.4937629816
830	0.4937340076
831	0.4936539031
832	0.4936388984
833	0.4936339412
834	0.4935529106
835	0.4935281927
836	0.493459015
837	0.493407797
838	0.4933733788
839	0.4931043227
840	0.4930500699
841	0.4929218704
842	0.4928467622
843	0.4928028095
844	0.4927873661
845	0.4926417008
846	0.4926152517
847	0.4926037121
848	0.4925050848
849	0.4924513432
850	0.4922900899
851	0.4921605331
852	0.4921385947
853	0.4920499199
854	0.491900348
855	0.491745828
856	0.4916283639
857	0.4916151717
858	0.4915885174
859	0.4915461169
860	0.4913682706
861	0.4913590109
862	0.4913097128
863	0.4912610651
864	0.4912110649
865	0.4911628121
866	0.491132102
867	0.4910064202
868	0.490942337
869	0.4908645227
870	0.4907928648
871	0.4907687739
872	0.4907154908
873	0.4906772754
874	0.4905034757
875	0.4903837802
876	0.4902170109
877	0.4900663402
878	0.4899673779
879	0.4899269299
880	0.4897991758
881	0.4897913667
882	0.489693647
883	0.4896346222
884	0.4894729058
885	0.4893742241
886	0.4893272238
887	0.4891881881
888	0.4891379246
889	0.4890843
890	0.4890298541
891	0.4888948049
892	0.4888638493
893	0.4887506437
894	0.4886361082
895	0.4885524255
896	0.4885054625
897	0.4884479827
898	0.488332973
899	0.4882736402
900	0.4881034515
901	0.4880339841
902	0.4878989952
903	0.4877913092
904	0.487658342
905	0.4875981565
906	0.4875423788
907	0.4874059884
908	0.4872724749
909	0.4871713816
910	0.4870685746
911	0.486983601
912	0.4868488619
913	0.4867751588
914	0.4866649962
915	0.4864937477
916	0.4863565863
917	0.4862976679
918	0.4862331012
919	0.4860627482
920	0.4859780015
921	0.4858648437
922	0.4857932323
923	0.4856839178
924	0.4856007039
925	0.4854181822
926	0.4853229976
927	0.4852333583
928	0.4851772468
929	0.4850965792
930	0.485052258
931	0.4848894483
932	0.4848335092
933	0.4846931472
934	0.4845752768
935	0.4844382297
936	0.4843913214
937	0.4842616394
938	0.484146398
939	0.4839822958
940	0.4838575894
941	0.4837214652
942	0.4836751123
943	0.4835868989
944	0.483507823
945	0.4834961408
946	0.4833569526
947	0.4832645225
948	0.4832398577
949	0.4831161712
950	0.4830657173
951	0.4830351616
952	0.4829515194
953	0.4829440588
954	0.4828743895
955	0.4827683694
956	0.4826946353
957	0.482631945
958	0.4826128653
959	0.4826028345
960	0.4824832385
961	0.4823774185
962	0.4822588681
963	0.4822056444
964	0.4820949856
965	0.4820269605
966	0.4819303783
967	0.4818534559
968	0.4817794366
969	0.4817124812
970	0.4817063953
971	0.4815865006
972	0.4814976706
973	0.4814441395
974	0.4812418413
975	0.4811406765
976	0.4810844368
977	0.480940128
978	0.4808680579
979	0.4808575866
980	0.480750886
981	0.4807029159
982	0.4805283982
983	0.4803985955
984	0.4803558879
985	0.4803323769
986	0.4802551
987	0.4801960966
988	0.4801845692
989	0.4801518274
990	0.4800946444
991	0.4799415972
992	0.479844692
993	0.4797655354
994	0.4796566929
995	0.4795504643
996	0.4794407126
997	0.4793899842
998	0.4792952924
999	0.4792214597
763785226
